SWSID,Cat1_Count,Cat2_Count,Cat4A_Count,Cat4B_Count,Cat4C_Count,Cat5_Count,305b_Listings_Cat4+5,ApprovedTMDLCount,DevelopingTMDLCount,FishPassageCount,CriticalHabitatLength_ft,ShellfishCount,SwimmingBeachPercentage,SwimmingTributaryPercentage,CohoPresence,UrbanGrowthBoundaryPercentage,ICIAreaPercentage,RoadwayLength_ft,SidewalkLength_ft,CrashesCount,CrashDensity,SidewalkDensity,PercentBuiltBefore1990,PercentImpervious,MeanFlowDurationIndex,HeatIndex,MedianOpportunityIndex,MeanAnnualAvgDailyTrips,Median2018EquityScore,MedianPavementCondition,MedianSpawnerMortality,WQBETotalCopper,WQBETotalZinc,WQBETotalNitrogen,WQBETotalPhosphorus,WQBETotalSuspendedSolids,WQBETotalPCB,WQBETotalPBDE,WQBETotalPAH,WQBE_BEHP,WQBEFecalColiformBacteria,WQBEAnnualRunoff,UrbanHeat,MeanAnnualTSSLoad,MeanAnnualCopperLoad,MeanAnnualPhosphorusLoad,MeanAnnualZincLoad,MeanAnnualTKNLoad,Average_BIBI,FacilitiesCount,BRE_FaciltiesCount,DrainagetoPSensitiveLake
1000520.00,7.00,1.00,0.00,0.00,0.00,3.00,3.00,1.00,0.00,0.00,15447.80,0.00,0.00,0.00,3.00,1.00,0.07,0.00,0.00,0.00,,,0.60,0.70,4.98,87.17,0.44,5196.81,3.33,,0.46,7.60,50.60,716.20,81.90,35001.10,0.00,0.00,0.20,1.30,4.10,21265832.00,18.89,15.50,24.00,53.60,74.80,600.80,0.00,0.00,0.00,0.00
1000530.00,5.00,1.00,0.00,0.00,0.00,3.00,3.00,1.00,0.00,0.00,9943.67,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,,,0.25,0.38,6.34,82.00,0.74,11914.30,4.17,,0.42,8.40,49.10,967.80,89.10,38702.50,0.00,0.00,0.30,1.70,3.30,27336919.00,17.94,12.70,11.10,35.50,38.30,536.10,0.00,2.00,0.00,0.00
1000540.00,5.00,1.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,9899.57,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,,,0.24,0.23,5.27,78.27,0.21,5417.06,3.33,,0.42,1.30,6.60,295.80,22.40,7159.10,0.00,0.00,0.10,0.30,0.50,8456643.00,16.19,6.80,2.80,11.60,13.00,216.30,0.00,2.00,0.00,0.00
1000550.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1908.59,0.00,4.00,0.00,0.00,0.48,0.08,3.56,78.14,0.48,3359.35,3.00,69.00,0.39,0.50,2.60,58.40,4.90,2099.30,0.00,0.00,0.00,0.10,0.10,1628376.00,15.21,4.80,1.50,8.60,8.00,139.00,41.80,0.00,0.00,0.00
1000560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,1.00,0.00,17781.80,8088.77,19.00,0.00,0.45,0.33,0.47,9.92,80.17,0.69,529.91,3.83,65.50,0.37,5.80,29.50,1094.70,84.60,30049.20,0.00,0.00,0.40,1.50,1.90,29886203.00,18.30,11.90,4.50,22.90,24.60,356.60,0.00,1.00,1.00,0.00
1000570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,740.69,0.00,0.00,0.00,0.00,0.39,0.52,10.43,78.53,0.57,314.40,3.83,28.50,0.42,1.70,9.00,256.80,20.60,8026.80,0.00,0.00,0.10,0.40,0.50,7069842.00,17.24,14.20,6.30,30.40,34.30,424.30,0.00,0.00,0.00,0.00
1000580.00,5.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,7552.42,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.26,0.09,3.67,78.14,0.21,2151.89,3.00,,0.38,0.50,2.30,121.10,8.90,2926.90,0.00,0.00,0.00,0.10,0.10,3753627.00,17.43,4.60,2.10,8.40,7.80,159.80,0.00,1.00,1.00,0.00
1000590.00,7.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,1.00,15931.40,0.00,0.00,0.00,5.00,1.00,0.00,23914.00,26656.60,75.00,0.00,1.11,0.24,0.20,6.42,78.14,0.21,3883.89,2.67,49.00,0.36,2.00,10.00,396.50,30.20,10764.00,0.00,0.00,0.10,0.50,0.60,11443945.00,15.97,6.90,2.00,12.00,10.60,229.90,0.00,2.00,2.00,0.00
1000600.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,3732.81,0.00,0.00,0.00,1.00,1.00,0.00,882.36,2585.41,0.00,0.00,2.93,0.09,0.06,2.99,78.14,0.21,1728.56,2.67,83.00,0.38,0.00,0.20,7.80,0.60,187.40,0.00,0.00,0.00,0.00,0.00,230594.00,17.40,3.00,0.90,5.00,4.70,92.00,48.80,0.00,1.00,0.00
1000610.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,284.98,0.00,0.00,0.00,1.00,1.00,0.00,28644.10,46244.10,103.00,0.00,1.61,0.48,0.22,6.60,78.14,0.44,1467.16,2.67,64.00,0.37,1.60,8.70,328.40,26.00,8947.70,0.00,0.00,0.10,0.40,0.60,9036057.00,17.43,7.80,3.00,12.00,12.70,258.60,0.00,12.00,3.00,0.00
1000620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6212.03,11249.60,26.00,0.00,1.81,0.26,0.16,3.79,78.14,0.60,2480.04,3.00,41.50,0.37,0.70,3.50,117.80,9.20,3438.60,0.00,0.00,0.00,0.20,0.20,3187429.00,16.93,6.10,2.50,9.60,10.40,213.90,0.00,2.00,1.00,0.00
1000630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,42947.10,53716.10,434.00,0.01,1.25,0.45,0.30,7.30,78.14,0.34,2134.71,2.83,71.00,0.36,3.70,19.70,484.70,40.60,16030.20,0.00,0.00,0.20,0.80,1.20,13406867.00,15.75,9.40,2.40,14.10,16.00,291.40,0.00,41.00,15.00,0.00
1000640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,12452.30,0.00,0.00,0.00,4.00,1.00,0.00,39348.10,6939.80,56.00,0.00,0.18,0.55,0.15,6.79,78.14,0.21,464.92,2.50,56.00,0.29,1.70,8.50,299.50,23.60,8002.30,0.00,0.00,0.10,0.40,0.50,9008244.00,14.65,6.50,1.10,8.80,8.50,178.90,0.00,13.00,8.00,0.00
1000650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1809.19,0.00,0.00,0.00,1.00,1.00,0.00,1983.98,3760.81,3.00,0.00,1.90,0.09,0.28,4.53,78.14,0.21,2858.09,2.67,0.00,0.35,1.00,5.30,173.20,13.70,4808.00,0.00,0.00,0.10,0.20,0.30,4790249.00,15.30,7.10,1.50,14.90,11.40,195.90,0.00,5.00,2.00,0.00
1000660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3036.22,0.00,0.00,0.00,3.00,1.00,0.00,3509.40,6450.08,1.00,0.00,1.84,0.18,0.07,3.10,78.14,0.50,1138.01,2.67,0.00,0.35,0.40,1.80,46.40,3.90,1341.00,0.00,0.00,0.00,0.10,0.10,1375430.00,16.26,2.00,0.40,2.70,2.60,64.00,0.00,1.00,2.00,0.00
1000670.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,16015.20,26870.10,23.00,0.00,1.68,0.57,0.28,7.33,78.14,0.53,54.87,3.00,73.00,0.36,0.70,3.50,161.20,12.20,3559.80,0.00,0.00,0.10,0.20,0.20,4429047.00,16.90,7.80,1.90,10.90,10.00,280.20,0.00,4.00,2.00,0.00
1000680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,20186.80,33324.70,91.00,0.00,1.65,0.68,0.43,9.63,78.14,0.31,1699.04,2.00,82.50,0.36,0.80,4.10,223.20,16.80,5230.90,0.00,0.00,0.10,0.20,0.30,6000518.00,15.34,11.00,1.30,16.10,15.50,287.00,0.00,8.00,6.00,0.00
1000690.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,41870.00,57825.30,103.00,0.00,1.38,0.56,0.31,8.85,78.14,0.31,1630.10,2.00,26.00,0.23,1.50,7.60,315.60,24.30,8462.00,0.00,0.00,0.10,0.40,0.50,8668220.00,15.29,9.90,1.40,16.70,12.50,297.10,0.00,9.00,4.00,0.00
1000700.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,40956.20,70468.60,32.00,0.00,1.72,0.35,0.40,8.18,78.14,0.36,327.01,2.33,65.00,0.34,1.80,9.10,396.40,30.00,10012.60,0.00,0.00,0.10,0.50,0.60,10885072.00,15.96,8.40,0.80,12.60,9.90,210.90,30.30,14.00,14.00,0.00
1000710.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10969.10,0.00,0.00,0.00,6.00,1.00,0.00,6644.31,4422.27,3.00,0.00,0.67,0.17,0.12,3.08,78.14,0.22,121.75,2.00,87.00,0.23,0.30,1.70,87.00,6.50,2112.90,0.00,0.00,0.00,0.10,0.10,3475426.00,13.58,3.10,0.40,3.80,4.00,78.90,0.00,1.00,1.00,0.00
1000720.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,21393.40,0.00,0.00,0.00,5.00,1.00,0.00,47416.10,977.60,35.00,0.00,0.02,0.24,0.05,4.16,78.14,0.21,1566.39,1.83,63.00,0.23,2.20,12.20,312.60,26.70,10831.60,0.00,0.00,0.20,0.50,0.80,10855986.00,12.19,3.40,0.20,5.50,3.20,84.90,0.00,3.00,1.00,0.00
1000730.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,5669.50,0.00,23.00,0.00,0.00,0.48,0.10,6.45,78.14,0.25,463.60,1.67,95.00,0.23,0.10,0.40,31.50,2.30,611.60,0.00,0.00,0.00,0.00,0.00,1551120.00,11.79,4.90,0.20,8.80,4.30,104.80,0.00,0.00,0.00,0.00
1000740.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,21575.80,0.00,0.00,0.00,4.00,1.00,0.00,16899.70,3563.41,25.00,0.00,0.21,0.20,0.03,2.65,78.14,0.15,1963.69,1.67,80.00,0.23,3.20,19.70,273.00,29.60,14345.80,0.00,0.00,0.10,0.60,1.40,9439676.00,12.19,1.80,0.10,2.90,1.60,42.50,0.00,2.00,3.00,0.00
1000750.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6780.32,0.00,0.00,0.00,5.00,1.00,0.00,10556.70,0.00,2.00,0.00,0.00,0.38,0.03,3.32,78.14,0.04,1180.14,1.67,45.00,0.23,0.80,5.60,82.50,9.50,4316.40,0.00,0.00,0.00,0.10,0.40,2907407.00,12.21,3.80,0.20,8.10,3.30,91.40,0.00,1.00,1.00,0.00
1000760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1335.72,0.00,0.00,0.00,0.00,0.12,0.00,4.00,78.14,0.08,906.05,1.67,3.00,0.20,1.00,7.50,78.40,10.90,5181.50,0.00,0.00,0.00,0.10,0.60,2660189.00,12.49,2.70,0.20,3.10,2.00,72.10,0.00,0.00,0.00,0.00
1000770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3300.87,0.00,0.00,0.00,0.00,0.26,0.02,4.50,78.14,0.08,706.68,1.67,26.00,0.20,0.10,0.50,11.40,1.10,496.80,0.00,0.00,0.00,0.00,0.00,368244.00,12.31,2.70,0.10,2.80,1.90,51.50,0.00,0.00,0.00,0.00
1000780.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3461.45,0.00,0.00,0.00,0.00,0.42,0.01,2.93,78.14,0.08,381.15,1.67,45.00,0.20,0.10,0.30,18.70,1.40,455.10,0.00,0.00,0.00,0.00,0.00,1485381.00,11.99,1.20,0.00,1.40,0.90,23.00,0.00,2.00,1.00,0.00
1000790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1422.69,0.00,0.00,0.00,0.00,0.05,0.03,3.23,78.14,0.08,74.19,1.67,92.00,0.20,0.00,0.20,10.70,0.80,250.60,0.00,0.00,0.00,0.00,0.00,870158.00,11.75,1.60,0.00,1.10,1.10,31.10,0.00,0.00,0.00,0.00
1000800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,2639.91,0.00,1.00,0.00,0.00,0.34,0.00,3.46,78.14,0.08,217.05,1.67,45.00,0.20,0.10,0.40,9.30,0.90,338.60,0.00,0.00,0.00,0.00,0.00,274910.00,12.24,1.70,0.10,2.60,1.30,37.90,0.00,0.00,0.00,0.00
1000810.00,4.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,12308.70,0.00,0.00,0.00,3.00,1.00,0.00,4816.47,0.00,2.00,0.00,0.00,0.34,0.01,2.64,78.14,0.04,1318.01,1.67,45.00,0.23,0.10,0.60,33.00,2.40,880.20,0.00,0.00,0.00,0.00,0.00,1771975.00,12.16,2.70,0.10,3.90,2.30,58.90,0.00,0.00,0.00,0.00
1000820.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,5104.23,0.00,0.00,0.00,6.00,1.00,0.00,11170.30,0.00,5.00,0.00,0.00,0.45,0.04,3.78,78.14,0.05,2079.74,1.67,45.00,0.20,0.30,1.70,73.90,5.70,1992.50,0.00,0.00,0.00,0.10,0.10,2163214.00,12.71,2.40,0.10,2.80,2.10,49.20,0.00,0.00,0.00,0.00
1000830.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,8429.41,0.00,0.00,0.00,1.00,1.00,0.00,13106.00,0.00,14.00,0.00,0.00,0.49,0.10,5.53,78.14,0.06,3215.65,1.67,66.00,0.23,0.80,4.10,92.30,7.70,3613.70,0.00,0.00,0.10,0.20,0.20,2703931.00,12.84,5.90,0.30,9.60,6.10,128.50,0.00,2.00,1.00,0.00
1000840.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,3023.87,0.00,0.00,0.00,2.00,1.00,0.00,8542.11,0.00,11.00,0.00,0.00,0.37,0.10,6.24,78.14,0.06,1860.26,1.67,60.50,0.23,0.10,0.70,48.20,3.50,1034.30,0.00,0.00,0.00,0.10,0.00,1343368.00,13.49,5.20,0.20,7.00,4.80,113.20,81.70,3.00,2.00,0.00
1000850.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,9.00,3929.62,0.00,0.00,0.00,5.00,1.00,0.00,8903.36,0.00,21.00,0.00,0.00,0.49,0.11,5.28,78.14,0.06,2681.82,1.67,27.00,0.23,1.30,7.00,134.40,11.60,5684.50,0.00,0.00,0.10,0.30,0.40,3800309.00,13.88,5.20,0.20,11.40,4.70,111.70,0.00,7.00,0.00,0.00
1000860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2414.53,0.00,0.00,0.00,1.00,1.00,0.00,11616.40,0.00,11.00,0.00,0.00,0.61,0.01,5.00,78.14,0.05,352.73,1.67,80.00,0.23,0.30,1.40,82.50,6.10,1991.00,0.00,0.00,0.00,0.10,0.10,2354270.00,13.31,3.30,0.10,3.70,2.20,72.90,0.00,0.00,0.00,0.00
1000870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4138.52,0.00,0.00,0.00,0.00,0.65,0.05,4.28,78.14,0.05,37.43,1.67,47.50,0.23,0.00,0.20,15.30,1.10,344.00,0.00,0.00,0.00,0.00,0.00,417053.00,12.33,3.20,0.10,2.10,2.30,58.60,0.00,0.00,0.00,0.00
1000880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,31458.40,0.00,20.00,0.00,0.00,0.47,0.03,3.73,78.14,0.06,1818.77,1.67,52.00,0.19,1.00,5.00,218.00,16.50,5897.20,0.00,0.00,0.10,0.30,0.30,6192304.00,12.91,2.90,0.10,4.30,2.30,59.20,0.00,1.00,1.00,0.00
1000890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,11122.30,0.00,5.00,0.00,0.00,0.49,0.03,4.47,78.14,0.08,257.36,1.67,58.00,0.20,0.10,0.70,56.70,4.10,1246.10,0.00,0.00,0.00,0.10,0.00,1601875.00,12.16,2.70,0.10,3.90,1.90,52.10,0.00,2.00,3.00,0.00
1000900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3768.82,0.00,1.00,0.00,0.00,0.38,0.05,3.59,78.14,0.08,340.28,1.67,45.00,0.20,0.10,0.40,22.30,1.60,541.90,0.00,0.00,0.00,0.00,0.00,606353.00,11.96,1.30,0.00,1.20,0.90,25.00,0.00,0.00,0.00,0.00
1000910.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,11331.50,0.00,0.00,0.00,3.00,1.00,0.00,2907.63,0.00,2.00,0.00,0.00,0.21,0.04,3.54,78.14,0.04,3226.46,1.67,27.00,0.23,0.40,1.80,36.10,3.10,1576.60,0.00,0.00,0.00,0.10,0.10,1692799.00,12.49,4.40,0.30,9.20,4.30,108.00,0.00,0.00,0.00,0.00
1000920.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,20087.00,0.00,0.00,0.00,4.00,1.00,0.00,24273.80,0.00,31.00,0.00,0.00,0.25,0.10,4.73,78.14,0.08,2279.63,1.50,68.00,0.23,2.70,17.70,284.20,30.20,14571.60,0.00,0.00,0.10,0.60,1.30,10042169.00,13.85,5.30,0.30,8.90,5.50,134.80,0.00,5.00,1.00,0.00
1000930.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3808.57,0.00,0.00,0.00,2.00,1.00,0.00,5889.46,0.00,1.00,0.00,0.00,0.45,0.09,5.68,78.14,0.02,24.10,1.67,59.00,0.23,0.10,0.60,45.80,3.30,907.40,0.00,0.00,0.00,0.00,0.00,1288158.00,14.16,5.20,0.20,8.40,4.70,106.60,0.00,2.00,2.00,0.00
1000940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4277.45,0.00,3.00,0.00,0.00,0.60,0.04,4.64,78.14,0.05,22.70,1.67,1.00,0.23,0.10,0.40,29.90,2.20,599.80,0.00,0.00,0.00,0.00,0.00,825090.00,13.55,2.80,0.10,3.20,2.00,55.00,0.00,1.00,1.00,0.00
1000950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,954.78,0.00,0.00,0.00,0.00,1.00,0.00,8260.68,0.00,3.00,0.00,0.00,0.34,0.01,3.63,78.14,0.05,30.02,1.67,1.00,0.23,0.20,1.20,75.00,5.50,1882.60,0.00,0.00,0.00,0.10,0.10,2234345.00,12.93,2.10,0.10,1.90,1.50,41.60,0.00,6.00,3.00,0.00
1000960.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,23890.00,0.00,0.00,0.00,4.00,1.00,0.00,15694.00,14263.20,8.00,0.00,0.91,0.16,0.15,5.82,78.14,0.03,984.88,1.33,49.50,0.23,1.60,8.00,393.40,29.50,9858.60,0.00,0.00,0.10,0.50,0.50,12215017.00,14.95,6.50,0.30,9.10,6.70,131.40,0.00,5.00,5.00,0.00
1000970.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19611.40,0.00,0.00,0.00,1.00,1.00,0.00,5252.88,0.00,2.00,0.00,0.00,0.35,0.01,3.67,78.14,0.02,49.40,1.67,49.00,0.21,0.20,0.90,56.40,4.10,1357.70,0.00,0.00,0.00,0.10,0.10,2963446.00,13.14,2.30,0.10,1.60,1.70,45.50,0.00,2.00,1.00,0.00
1000980.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,20762.80,0.00,0.00,0.00,2.00,1.00,0.00,11797.60,0.00,27.00,0.00,0.00,0.29,0.01,2.19,78.14,0.02,1594.29,1.67,49.00,0.18,0.40,2.80,91.10,7.70,2809.50,0.00,0.00,0.00,0.10,0.20,2977413.00,11.22,0.90,0.00,0.70,0.60,18.30,0.00,4.00,4.00,0.00
1000990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,13713.20,0.00,26.00,0.00,0.00,0.32,0.03,4.43,78.14,0.05,255.80,1.67,94.00,0.19,0.40,2.20,140.30,10.30,3292.80,0.00,0.00,0.10,0.20,0.20,3951420.00,12.22,3.60,0.10,3.90,2.40,74.10,0.00,3.00,4.00,0.00
1001000.00,2.00,2.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,5.00,14117.60,0.00,0.00,0.00,5.00,1.00,0.00,7765.83,0.00,2.00,0.00,0.00,0.00,0.00,2.00,78.14,0.05,23.77,1.67,29.00,0.16,0.10,0.50,48.30,3.70,1472.30,0.00,0.00,0.00,0.10,0.10,11966579.00,9.71,1.30,0.00,0.50,0.70,23.40,85.70,0.00,0.00,0.00
1001010.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,4362.41,0.00,0.00,0.00,0.00,0.00,0.00,2.09,78.14,0.05,23.07,1.67,29.00,0.11,0.20,0.70,89.40,7.10,2328.20,0.00,0.00,0.00,0.10,0.10,10280568.00,8.95,1.60,0.00,0.40,0.40,28.20,93.15,0.00,0.00,0.00
1001020.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13754.20,0.00,0.00,0.00,1.00,1.00,0.00,19483.20,3260.56,32.00,0.00,0.17,0.08,0.06,3.62,78.14,0.18,369.35,1.67,90.00,0.21,1.30,6.60,193.30,15.50,6364.50,0.00,0.00,0.10,0.30,0.40,5564807.00,13.71,2.60,0.10,4.20,2.60,48.90,93.78,2.00,1.00,0.00
1001030.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,6588.10,0.00,0.00,0.00,2.00,1.00,0.00,1647.27,1163.49,17.00,0.01,0.71,0.02,0.04,3.05,78.14,0.20,637.07,1.50,100.00,0.19,0.70,3.50,63.40,5.50,2951.90,0.00,0.00,0.00,0.20,0.20,2025365.00,14.83,2.10,0.10,2.90,2.30,35.70,0.00,0.00,0.00,0.00
1001040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,29254.40,390.24,90.00,0.00,0.01,0.07,0.02,2.64,78.14,0.09,703.92,1.83,87.00,0.12,1.20,7.10,171.40,14.80,6817.40,0.00,0.00,0.10,0.30,0.40,5467761.00,11.06,1.30,0.00,1.30,0.90,24.90,0.00,11.00,3.00,0.00
1001050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3612.79,0.00,1.00,0.00,0.00,0.04,0.00,1.91,78.14,0.09,233.11,1.83,91.00,0.10,0.10,0.70,36.20,2.80,2526.40,0.00,0.00,0.00,0.10,0.10,2254499.00,10.84,1.40,0.00,0.90,0.90,25.60,0.00,4.00,0.00,0.00
1001060.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10891.10,0.00,6.00,0.00,0.00,0.04,0.00,1.86,78.14,0.18,79.14,1.67,59.00,0.12,0.20,1.00,54.60,4.20,3468.40,0.00,0.00,0.00,0.20,0.10,5867186.00,11.17,2.50,0.00,1.00,1.40,45.80,0.00,0.00,0.00,0.00
1001070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3126.86,0.00,3.00,0.00,0.00,0.40,0.02,3.75,78.14,0.09,548.32,1.83,100.00,0.12,0.20,0.80,29.80,2.30,868.50,0.00,0.00,0.00,0.00,0.00,826565.00,11.26,2.00,0.00,1.80,1.30,37.20,0.00,0.00,0.00,0.00
1001080.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,38921.20,0.00,35.00,0.00,0.00,0.07,0.01,2.64,78.14,0.09,362.43,1.83,36.00,0.09,1.30,6.50,391.40,29.60,11330.90,0.00,0.00,0.10,0.50,0.60,22483932.00,10.57,2.20,0.00,1.50,1.00,40.70,0.00,4.00,0.00,0.00
1001090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7626.72,0.00,17.00,0.00,0.00,0.07,0.04,2.48,78.14,0.09,527.01,1.83,91.00,0.10,1.90,13.30,231.70,24.10,14871.90,0.00,0.00,0.10,0.60,1.00,8012032.00,11.43,1.90,0.10,3.00,1.80,32.00,0.00,4.00,1.00,0.00
1001100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,221.39,0.00,0.00,0.00,2.00,1.00,0.00,12534.30,0.00,43.00,0.00,0.00,0.23,0.05,3.56,78.14,0.09,1476.27,1.83,50.00,0.16,1.80,9.70,197.40,16.90,8531.40,0.00,0.00,0.10,0.50,0.50,5982342.00,12.59,2.20,0.10,3.70,1.70,47.80,0.00,4.00,2.00,0.00
1001110.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,23144.60,0.00,0.00,0.00,3.00,1.00,0.00,11790.00,0.00,40.00,0.00,0.00,0.35,0.02,2.33,78.14,0.05,1075.41,1.67,100.00,0.19,0.30,1.80,53.20,4.70,2034.20,0.00,0.00,0.00,0.10,0.10,3501561.00,11.76,0.90,0.00,0.70,0.70,20.70,0.00,2.00,0.00,0.00
1001120.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22160.90,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.08,0.00,1.49,78.14,0.02,0.00,1.83,,0.12,0.10,0.80,11.50,1.50,603.00,0.00,0.00,0.00,0.00,0.10,2470191.00,9.94,0.20,0.00,0.10,0.10,3.20,0.00,0.00,0.00,0.00
