SWSID,305b Listings (Cat 4+5),Approved TMDL Count,Developing TMDL Count,Fish Passage Count,Critical Habitat Length ft,Shellfish Count,Swimming Beach Percentage,Swimming Tributary Percentage,Coho Presence,Urban Growth Boundary Percentage,ICIAreaPercentage,RoadwayLength_ft,SidewalkLength_ft,CrashesCount,CrashDensity,SidewalkDensity,PercentBuiltBefore1990,PercentImpervious,MeanFlowDurationIndex,MedianOpportunityIndex,MeanAnnualAvgDailyTrips,Median2018EquityScore,MedianPavementCondition,MedianSpawnerMortality,WQBE Total Copper (kg/yr),WQBE Total Zinc (kg/yr),WQBE Total Nitrogen (kg/yr),WQBE Total Phosphorus (kg/yr),WQBE Total Suspended Solids (kg/yr),WQBE Total PCB (kg/yr),WQBE Total PBDE (kg/yr),WQBE Total PAH (kg/yr),WQBE BEHP (kg/yr),WQBE Fecal Coliform Bacteria (10^12 CFU/year),WQBE Annual Runoff (ft^3/yr),UrbanHeatDifference,Average BIBI (216-22 Median),Facilities Count,BRE Facilities Count (All),Critical Facilities Count (25th percentile BRE),Is Drainage to P Sensitive Lake,Historic Runoff (mm),DrainageComplaint,Percent PAD Area
1400260,0,0,0,9,0,0,0,0,0,0.999996006,0,17515.80078,0,10,0.000570913,0,0.297001988,0.002,2.711,0.3562,249.323,2,23,0,1.389338991,7.182139418,117.4983022,10.12918921,6163.169696,0.002524973,0.000177464,0.074433577,0.339339612,0.348799689,3365659.177,6.705,,5,0,0,0,57.144,1,0
1400270,1,0,0,0,0,0,0,0,0,0.99951297,0,37136,564.2490234,19,0.000511633,0.015194125,0.548545003,0.027,3.905,0,346.796,0.833333335,75,0,1.002520018,5.184397127,142.6004597,11.41330066,5131.528537,0.001876033,0.000120294,0.080539393,0.272066166,0.28063974,4060031.45,8.711,,3,0,0,0,176.062,5,0
1400280,1,0,0,6,0,0,0,0,0,1,0,31891.09961,0,9,0.00028221,0,0.288915008,0.005,2.512,0.1781,126.8,1.66666667,33,0,0.383754999,1.959107861,81.40971814,6.171935989,2829.193301,0.000860362,2.15E-05,0.033186643,0.133486447,0.139846852,2597805.899,8.306,56.7,0,0,0,0,85.453,1,0
1400290,0,0,0,0,0,0,0,0,0,1.000010014,0,3494.969971,0,2,0.000572251,0,0.336901009,0,2.788,0,146.796,0.833333335,33,0,0.01846471,0.092110534,5.826657296,0.424390812,148.3305726,4.18E-05,5.03E-07,0.003114129,0.007278158,0.005866657,162147.0844,6.42,,0,0,0,0,124.545,0,0
1400300,0,0,0,0,0,0,0,0,0,0.999903023,0,5540.439941,0,0,0,0,0.169266,0,2.569,0,236.938,1.66666667,21,0,0.073831175,0.371740751,19.81777725,1.464815215,525.9512089,0.000148318,1.73E-06,0.007432335,0.024171669,0.02871109,554316.1063,6.019,,0,0,0,0,85.961,0,0
1400310,0,0,0,0,0,0,0,0,0,1,0,6399.089844,0,5,0.000781361,0,0.496450007,0,2.599,0,1952.172,0.833333335,62,0,0.154696785,0.800050318,35.94864912,2.688758456,1101.77612,0.000310701,2.99E-06,0.01140565,0.048810007,0.06632062,1005580.731,5.56,,1,0,0,0,89.538,1,0
1400320,0,0,0,0,0,0,0,0,0,1,0,5191.109863,0,2,0.000385274,0,0.098100699,0.015,2.691,0,1049.255,0.833333335,0,0,0.112728042,0.580395466,25.79662017,1.952723358,746.7818381,0.000221859,5.49E-06,0.008340164,0.034432576,0.04500672,806695.3943,5.57,,0,0,0,0,60.606,0,0
1400330,0,0,0,0,0,0,0,0,0,0.999979973,0,0,0,0,,,0,0,1.459,0,0,0.833333335,,0,0.000305607,0.001468626,0.193007058,0.015287688,0.934992446,2.64E-07,7.96E-08,8.59E-06,4.74E-05,0.000280401,40027.07441,0,,0,0,0,0,0.227,0,0
1400340,0,0,0,0,0,0,0,0,0,1,0,5202.399902,0,11,0.002114409,0,0.226711005,0.026,2.706,0,380.28,1.66666667,100,0,0.139093019,0.721406542,28.85607526,2.193995218,904.9184875,0.000270151,6.78E-06,0.009651976,0.041259153,0.055320003,920372.4651,5.423,,0,0,0,0,65.039,0,0
1400350,8,0,0,0,0,0,0,0,0,1,0,8441.379883,0,3,0.000355392,0,0.291420013,0.036,3.089,0,9.787,0.833333335,75,0,0.102369398,0.521931376,26.68749717,2.017828717,678.1562378,0.000206162,7.67E-06,0.01157327,0.033295608,0.035410648,909049.9489,5.88,,0,0,0,0,57.049,0,0
1400360,8,0,0,3,0,0,0,0,0,0.999894977,0,17263.69922,0,8,0.0004634,0,0.191691995,0.014,2.96,0,116.831,0.833333335,80.5,0,0.226574548,1.148972373,59.07247611,4.384864762,1606.399858,0.000453005,5.44E-06,0.020107312,0.072909664,0.092842699,1747439.678,5.264,58.25,0,0,0,0,105.072,0,0
1400370,8,0,0,1,0,0,0,0,0,0.999536991,0,3862.179932,0,0,0,0,0.221028998,0.01,1.93,0,1.941,0.833333335,75,0,0.018622144,0.093337038,5.151831155,0.381601586,151.6554029,4.28E-05,5.32E-07,0.00193427,0.007027797,0.007259666,167032.6933,5.026,,0,0,0,0,38.637,0,0
1400380,0,0,0,0,0,0,0,0,0,1,0,1048.390015,0,0,0,0,0.327596009,0,1.927,0,1.581,0.833333335,75,0,0.035655705,0.181317725,9.713293145,0.722951283,231.0552851,6.52E-05,9.35E-07,0.002535819,0.010264461,0.015017366,322776.4008,5.032,,0,0,0,0,52.078,0,0
1400390,0,0,0,0,0,0,0,0,0,0.999988973,0,0,0,0,,,0.262003005,0.003,1.657,0,0,0.833333335,,0,0.000760895,0.003610812,0.407041433,0.031258574,3.468165787,9.78E-07,1.21E-07,6.14E-05,0.000173979,0.000496585,34813.65288,5.398,,0,0,0,0,29.288,0,0
1400400,0,0,0,0,0,0,0,0,0,0.999988019,0,0,0,0,,,0.198302001,0,2.726,0,0,0.833333335,,0,0.008902975,0.043232243,2.885921001,0.212773089,58.83766318,1.66E-05,3.00E-07,0.000798318,0.002725931,0.003492717,94643.60946,5.4,,0,0,0,0,91.612,0,0
1400410,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0.155343994,0,1.87,0,18.363,0.833333335,,0,0.007535854,0.03698536,2.42553256,0.180223442,46.66111361,1.32E-05,2.85E-07,0.000536063,0.002113327,0.003272606,86761.91034,5.16,,0,0,0,0,100.192,0,0
1400420,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0.177298993,0,1.253,0,0,0.833333335,,0,0.214820602,1.120330698,14.93716826,1.412531402,819.6265812,0.000365645,3.74E-05,0.009748972,0.04742356,0.05941648,471339.391,4.958,,0,0,0,0,13.708,0,0
1400430,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0.700995028,0.017,1.994,0,0,0.833333335,,0,0.366396748,1.919248242,25.29158284,2.40732128,1406.51307,0.000628563,6.55E-05,0.016735069,0.081430646,0.103144011,716596.1044,4.719,,0,0,0,0,52.509,0,0
1400440,0,0,0,0,0,0,0,0,0,0.997187972,0,0,0,0,,,0.980543017,0.001,1.965,0,0,0.833333335,,0,0.306639474,1.608898441,21.25786821,2.024482464,1160.000934,0.000518493,5.52E-05,0.013803553,0.067162823,0.086874689,599386.3542,4.784,,0,0,0,0,26.896,0,0
1400450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0.759956002,0,1.59,0,0,1.66666667,,0,0.097296335,0.509626923,7.00124635,0.656851592,367.7734267,0.000162925,1.70E-05,0.004425602,0.02120159,0.027265861,200930.7031,4.691,,0,0,0,0,70.729,0,0
1400460,0,0,0,0,0,0,0,0,0,0.998643994,0,0,0,0,,,0.32643199,0,1.621,0,15.251,0.833333335,,0,0.003193045,0.015869888,0.990474996,0.073255355,19.76925218,5.57E-06,1.01E-07,0.0002518,0.000899987,0.001365606,35166.94208,4.36,,0,0,0,0,34.195,0,0
1400470,0,0,0,2,0,0,0,0,0,0.999962986,0,8580.599609,0,2,0.000233084,0,0.224389002,0,2.777,0,143.336,0.833333335,61.5,0,0.054472598,0.277525101,12.9139832,0.968331547,401.4794881,0.000119644,2.85E-06,0.00587866,0.019307161,0.02001851,414881.1194,4.749,,0,0,0,0,46.436,0,0
1400480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0.259653002,0,2.773,0,17.432,0.833333335,,0,0.007946354,0.03812533,2.852213857,0.20922548,58.14882562,1.64E-05,3.22E-07,0.001072126,0.002830372,0.002986151,99776.69401,5.179,,0,0,0,0,29.761,0,0
1400490,0,0,0,0,0,0,0,0,0,1.000059962,0,0,0,0,,,0.616482973,0.241,5.452,0,11,0.833333335,,0,0.012719591,0.062576672,3.760975226,0.277492579,102.6012779,2.89E-05,3.58E-07,0.001359492,0.004807274,0.005058117,113393.5706,5,,0,0,0,0,82.066,0,0
1400500,0,0,0,0,0,0,0,0,0,0.999988019,0,0,0,0,,,0.365534991,0.017,1.901,0,0,0.833333335,,0,0.00686964,0.033725604,2.242588456,0.165343197,52.19525519,1.47E-05,2.39E-07,0.000837853,0.00247813,0.002765665,74697.24181,5.321,,0,0,0,0,101.114,0,0
1400510,0,0,0,0,0,0,0,0,0,0.999992013,0,0,0,0,,,0.245460004,0,2.256,0,0,0.833333335,,0,0.026613956,0.134615585,5.998139776,0.455523714,179.3324476,5.58E-05,1.87E-06,0.00232901,0.008744842,0.009508366,185031.364,5,,0,0,0,0,49.702,0,0
1400520,0,0,0,0,0,0,0,0,0,1,0,2435.649902,0,0,0,0,0.298871994,0,3.651,0,22.635,0.833333335,44,0,0.048634132,0.245256552,13.78602199,1.023748366,337.6629958,9.52E-05,1.29E-06,0.004201149,0.015254786,0.020142581,414811.1398,6.098,,0,0,0,0,88.39,0,0
1400530,0,0,0,0,0,0,0,0,0,0.999998987,0,2935.449951,0,1,0.000340663,0,0.351148009,0,3.705,0,19.311,0.833333335,44,0,0.017104523,0.084340498,5.623076106,0.412071953,141.1247146,3.98E-05,5.42E-07,0.002625095,0.006845658,0.006108548,171723.6415,5.656,,0,0,0,0,120.17,0,0
1400540,0,0,0,0,0,0,0,0,0,0.999994993,0,1982.359985,0,0,0,0,0.457376987,0,2.589,0,17.879,0.833333335,34,0,0.016535101,0.082276463,5.177107981,0.380940479,124.1989596,3.50E-05,5.08E-07,0.002143728,0.005893632,0.00640368,177026.3218,5.225,,0,0,0,0,69.904,0,0
1400550,0,0,0,0,0,0,0,0,0,1,0,5026.600098,0,1,0.000198942,0,0.33585301,0,3.332,0,24.328,0.833333335,9,0,0.019480757,0.096379917,6.366568539,0.466826514,163.5124226,4.61E-05,6.23E-07,0.002964934,0.007908907,0.006886627,201602.9434,5.741,,0,0,0,0,78.702,0,0
1400560,0,0,0,0,0,0,0,0,0,0.951855004,0,914.9689941,0,0,0,0,0.302846014,0,2.192,0,15.059,0.833333335,0.5,0,0.009372439,0.046606411,2.859883921,0.210673114,65.03582181,1.83E-05,2.59E-07,0.000922072,0.002961401,0.003724814,85647.20606,5.904,,0,0,0,0,17.674,0,0
1400570,0,0,0,1,1768.660034,0,0,0,0,1,0,15107.09961,0,4,0.000264776,0,0.424194992,0.007,2.879,0,150.61,1.66666667,47,0,0.194097969,1.000791605,40.96801086,3.110212797,1271.870808,0.000398224,1.43E-05,0.017368458,0.061667746,0.066009123,1197714.096,6.756,68,1,0,0,0,65.451,0,0
1400580,0,0,0,1,0,0,0,0,0,0.999998987,0,3296.649902,0,2,0.000606676,0,0.544188023,0.067,3.352,0.1781,79.951,1.66666667,13,0,0.112678361,0.581064869,13.14397675,1.079160852,577.2184159,0.000216461,1.42E-05,0.007703446,0.030763381,0.031155731,391637.5678,6.258,,0,0,0,0,224.322,0,0
1400590,0,0,0,1,0,0,0,0,0,1,0,3711.379883,0,0,0,0,0.505665004,0.007,3.844,0.1781,36.386,1.66666667,45,0,0.068645153,0.349645478,19.74164494,1.453096302,519.3628738,0.00014646,1.79E-06,0.007688132,0.024026791,0.025872984,589820.4678,6.312,,0,0,0,0,102.941,0,0
1400600,0,0,0,0,0,0,0,0,0,0.999925017,0,3505.790039,0,0,0,0,0.370514989,0.01,1.999,0.1781,288.218,1.66666667,23,0,0.044220604,0.226316643,12.58991934,0.9318402,313.744616,8.85E-05,1.25E-06,0.004091327,0.014216494,0.017888933,393948.4611,6.841,,0,0,0,0,38.95,0,0
1400610,0,0,0,0,0,0,0,0,0,0.995950997,0,4208.569824,0,2,0.000475221,0,0.277045012,0.001,2.542,0.1781,299.892,1,26,0,0.069091284,0.353475539,18.79709177,1.395914326,545.7963972,0.000153915,1.90E-06,0.006154719,0.024781647,0.028229606,599747.8388,5.666,,0,0,0,0,61.746,0,0
1400620,0,0,0,2,0,0,0,0,0,1,0,4027.899902,0,1,0.000248268,0,0.31476599,0,1.958,0.1781,81.5,1,69,0,0.074994012,0.387256408,9.767831847,0.793173866,362.0028007,0.000137827,9.70E-06,0.005113564,0.019434699,0.021312739,286741.2637,5.537,,0,0,0,0,44.439,0,0
1400630,0,0,0,0,0,0,0,0,0,1.000020027,0,1870.869995,0,0,0,0,0.285243005,0,4.304,0.1781,8.007,1,84,0,0.007311866,0.036350758,2.263561711,0.165804952,65.8359505,1.86E-05,2.35E-07,0.001089958,0.003168229,0.002388227,73623.91455,5.564,,0,0,0,0,163.713,0,0
1400640,0,0,0,0,0,0,0,0,0,0.987945974,0,1261.849976,0,1,0.000792487,0,0.425895989,0.022,2.847,0.1781,60.365,1,58,0,0.029283798,0.149159437,8.349928651,0.616624302,221.2919872,6.24E-05,7.51E-07,0.003429361,0.010392034,0.011636248,244540.8326,5.734,,0,0,0,0,103.809,0,0
1400650,0,0,0,1,0,0,0,0,0,0.999650002,0,5156.990234,0,4,0.000775646,0,0.511048019,0.021,3.996,0.1781,358.112,2,58,0,0.038132363,0.192340015,10.84208009,0.798409375,312.0338959,8.80E-05,1.03E-06,0.004705833,0.014676357,0.014166857,317814.5848,6.001,,0,0,0,0,24.491,0,0
1400660,0,0,0,0,0,0,0,0,0,0.999816,0,365.4609985,0,0,0,0,0.599506974,0.043,2.369,0.1781,0,1,58,0,0.007139667,0.035566636,2.303034057,0.168238936,51.39568319,1.45E-05,2.00E-07,0.000973774,0.002430493,0.002519845,68077.59797,5.805,,0,0,0,0,16.287,0,0
1400670,0,0,0,2,0,0,0,0,0,1,0,2863.139893,0,2,0.000698534,0,0.418217987,0,2.669,0.3562,948.44,2,72.5,0.090344836,0.01651661,0.084675888,4.530054671,0.334399484,136.3842323,3.85E-05,4.16E-07,0.002006207,0.006371364,0.006242957,132639.5512,6.025,,0,0,0,0,35.337,0,0
1400680,0,0,0,0,0,0,0,0,0,0.97734499,0,2417.679932,0,0,0,0,0.554427981,0,4.282,0.1781,20.778,1,54,0,0.020889117,0.104882855,6.283483235,0.461066344,195.0979834,5.50E-05,5.99E-07,0.0033344,0.009440845,0.007231051,195215.3506,6.239,,0,0,0,0,125.252,0,0
1400690,0,0,0,5,0,0,0,0,0,1,0,5045.919922,0,0,0,0,0.504728973,0.02,2.9,0.1781,227.731,1,55,0.090344836,0.08577453,0.548430606,11.82895753,1.115637918,506.1722152,0.000140992,1.40E-05,0.006235863,0.021133253,0.038201609,364514.0445,6.091,,0,0,0,0,54.432,0,0
1400700,0,0,0,2,0,0,0,0,0,0.999688029,0,7704.52002,0,3,0.000389382,0,0.525368989,0,3.511,0.1781,186.984,1,64,0,0.102416297,0.554634091,30.3772746,2.29750928,779.1862893,0.000214015,6.64E-06,0.015568723,0.03689119,0.037930166,855059.0239,6.273,,0,0,0,0,85.818,0,0
1400710,0,0,0,4,0,0,0,0,0,1,0,7837.149902,0,1,0.000127597,0,0.306679994,0,2.764,0.1781,84.152,1,87,0.090344836,0.053443381,0.268689599,16.1928504,1.185057806,421.9063895,0.000118978,1.43E-06,0.007704591,0.020026678,0.018559484,459901.3658,6.94,,0,0,0,0,87.538,0,0
1400720,0,0,0,0,0,0,0,0,0,0.431632012,0,0,0,0,,,0.043020502,0,2.156,0.1781,0,1,,0,0.001183067,0.005881324,0.420361965,0.030821708,8.625510396,2.43E-06,5.06E-08,0.0001746,0.000417233,0.000428568,21292.8011,6.62,,0,0,0,0,11.44,0,0
1400730,0,0,0,2,0,0,0,0,0,0.990467012,0,1666.72998,0,0,0,0,0.59543103,0,3.446,0.1781,100.48,2,74,0.090344836,0.032267184,0.157994162,12.44374014,0.89961329,274.6993643,7.75E-05,1.16E-06,0.006976178,0.014051738,0.009259157,369702.852,6.878,,0,0,0,0,76.457,2,0
1400740,0,0,0,0,0,0,0,0,0,0.999985993,0,0,0,0,,,0.798026025,0,4.167,0.1781,135,1,,0,0.013140478,0.066434288,2.75339849,0.208998137,73.48605327,2.55E-05,1.36E-06,0.00148536,0.00394051,0.003502921,76600.28662,6.62,,0,0,0,0,23.97,1,0
1400750,0,0,0,1,0,0,0,0,0,1,0,1460.869995,0,1,0.000684524,0,0.542361021,0.013,4.05,0.1781,135.122,1,74,0.090344836,0.030182777,0.147051539,9.994540013,0.729711786,250.6023084,7.56E-05,2.11E-06,0.006110832,0.013271805,0.007411953,296577.7398,7.008,,0,0,0,0,145.176,0,0
1400760,0,0,0,2,0,0,0,0,0,0.999459982,0,7372.120117,0,2,0.000271292,0,0.635819972,0.009,3.261,0.1781,54.629,1,74.5,0.090344836,0.10203304,0.51780584,21.14206323,1.603215135,676.282666,0.000221317,8.80E-06,0.011634549,0.034839714,0.029883104,615168.8448,6.116,,0,0,0,0,140.174,1,0
1400770,0,0,0,1,0,0,0,0,0,0.999996006,0,3081.530029,0,1,0.000324514,0,0.483821005,0,2.221,0.1781,85.96,1,74.5,0.090344836,0.052775203,0.269659884,11.00982408,0.836837415,327.8579517,0.000104123,3.83E-06,0.004889076,0.016133641,0.017832979,311910.7887,5.948,,1,0,0,0,85.063,0,0
1400780,0,0,0,0,0,0,0,0,0,0.999927998,0,158.1049957,0,0,0,0,0.724936008,0,6.537,0.1781,185.119,1,59,0,0.00712683,0.036673945,1.768183399,0.131811881,50.73228244,1.43E-05,1.44E-07,0.000558597,0.002252175,0.003097638,46709.36395,5.43,,0,0,0,0,0.224,0,0
1400790,1,0,0,0,5272.399902,0,0,0,2,1,0,4970.959961,0,2,0.000402337,0,0.290565997,0,2.284,0.1781,120.399,1,59,0.179884649,0.084018015,0.436308346,12.12872602,0.97382916,437.0770642,0.000159984,1.05E-05,0.006467676,0.02296519,0.025036426,358056.3367,6.948,33.5,0,0,0,0,51.533,0,0
1400800,1,0,0,0,0,0,0,0,0,1,0,5442.049805,0,2,0.000367509,0,0.425393999,0.027,3.431,0.3562,501.107,2,25,0.090344836,0.110386298,0.568014789,17.93999723,1.415262006,610.9682929,0.000211449,1.19E-05,0.008013965,0.031136302,0.036226284,506373.2138,8.811,61.15,0,0,0,0,92.169,0,0
1400810,1,0,0,6,0,0,0,0,0,1,0,29669.40039,4771.689941,45,0.001516714,0.160828661,0.458018988,0.046,3.619,0.3562,361.081,2,62,0,1.627644828,8.858674852,164.5050408,14.75147729,7303.899679,0.002756678,0.000254262,0.087130157,0.377325747,0.522522798,4829947.636,8.041,,12,0,0,0,131.61,1,0
1400820,1,0,0,0,0,0,0,0,2,1,0,6475.189941,0,15,0.002316534,0,0.291474015,0.031,3.144,0.3562,699.39,2,32,0.089942325,0.114946837,0.63037231,29.6895283,2.291844358,843.1505282,0.00023168,7.58E-06,0.01198282,0.037934097,0.048994472,849302.9383,7.465,36.8,1,0,0,0,102.279,0,0
1400830,0,0,0,1,0,0,0,0,0,1,0,858.4240112,0,0,0,0,0.175574005,0,2.064,0.1781,48.715,1,26,0.18028716,0.013277734,0.067950431,3.594668026,0.266735381,96.70877863,2.73E-05,3.02E-07,0.001232941,0.00441588,0.005729122,97257.79555,6.55,,0,0,0,0,94.314,0,0
1400840,0,0,0,2,0,0,0,0,0,1,0,12640.7998,0,15,0.001186634,0,0.380127013,0.02,3.131,0.1781,291.651,1,37,0.089942325,0.085910495,0.472108021,17.46822829,1.383911838,624.7811337,0.000187769,8.67E-06,0.010163981,0.030099666,0.031320526,508063.5783,5.677,,1,1,1,0,68.244,0,0
1400850,0,0,0,1,0,0,0,0,0,1.000010014,0,1644.310059,0,0,0,0,0.277642995,0,1.791,0.1781,41.051,1,64.5,0.179884649,0.008722936,0.043675094,2.582980684,0.190006184,62.65220572,1.77E-05,2.17E-07,0.000931581,0.002890555,0.003421641,70077.89286,5.585,,0,0,0,0,39.176,0,0
1400860,0,0,0,2,0,0,0,0,0,0.999976993,0,1378.400024,0,0,0,0,0.180096,0,2.176,0.1781,196.31,1,55,0.089942325,0.004929544,0.025073767,1.292804018,0.09649211,35.72630733,1.01E-05,1.10E-07,0.000337383,0.001580448,0.002237387,35255.42374,4.71,,0,0,0,0,33.905,0,0
1400870,0,0,0,0,0,0,0,0,0,1.000010014,0,574.1589966,0,0,0,0,0.355300009,0,2.46,0.1781,50.238,1,55,0.179884649,0.003118134,0.016114012,0.816347692,0.060815502,24.8627287,7.01E-06,7.02E-08,0.000334458,0.001142419,0.001363025,27599.69801,4.298,,0,0,0,0,13.816,1,0
1400880,0,0,0,0,0,0,0,0,0,0.999991,0,1025.219971,0,0,0,0,0.548986018,0,1.834,0.1781,107.371,1,55,0.089942325,0.001695375,0.008491517,0.504635471,0.037262922,12.39339595,3.49E-06,4.27E-08,0.000170134,0.000568912,0.000725216,13770.04762,4.667,,0,0,0,0,8.336,0,0
1400890,0,0,0,0,0,0,0,0,0,1.000030041,0,342.4150085,0,0,0,0,0.875066996,0,1.216,0.1781,38.964,1,49,0.179884649,0.000629206,0.002878074,0.26487774,0.019140056,3.927375339,1.11E-06,2.25E-08,8.62E-05,0.000193638,0.00020362,92426.62945,4.241,,0,0,0,0,39.502,0,0
1400900,0,0,0,0,0,0,0,0,0,0.999978006,0,1039.540039,0,0,0,0,0.318076998,0,2.81,0.1781,57.871,1,52,0.179884649,0.000870916,0.004102031,0.322437735,0.023561981,9.596714994,2.71E-06,3.43E-08,0.000160277,0.00047615,0.000312828,100287.8892,4.396,,0,0,0,0,164.943,0,0
1400910,0,0,0,0,0,0,0,0,0,1.000010014,0,2983.899902,0,0,0,0,0.177812994,0,2.808,0.1781,161.247,2,64,0.089942325,0.006156558,0.029427436,1.880293984,0.140299204,92.49626217,2.61E-05,2.58E-07,0.001082419,0.004513414,0.002645167,95867.70894,5.029,,0,0,0,0,65.527,0,0
1400920,0,0,0,1,0,0,0,0,0,1,0,5269.419922,0,11,0.002087516,0,0.190066993,0,4.138,0.1781,284.561,1,74.5,0.089942325,0.046035878,0.253489808,9.966534461,0.778542633,352.7134757,0.000100085,3.39E-06,0.004491379,0.015944427,0.019417047,284319.3506,5.211,,0,0,0,0,64.021,0,0
1400930,0,0,0,0,0,0,0,0,0,1,0,1529.52002,0,0,0,0,0.268566996,0.059,3.02,0.1781,213.762,1,75,0.089942325,0.017288624,0.087037466,5.365034187,0.39509736,126.7589454,3.58E-05,4.87E-07,0.002008715,0.005908619,0.007052079,154910.6108,5.22,,0,0,0,0,37.75,0,0
1400940,0,0,0,0,0,0,0,0,0,0.985554993,0,10749.09961,0,3,0.000279093,0,0.545512974,0.015,5.238,0,236.893,0.833333335,46,0,0.153539321,0.844751055,43.02737097,3.286567926,1124.535615,0.000308108,9.51E-06,0.019964864,0.051813524,0.059272111,1293713.543,7.544,,0,0,0,0,185.77,0,0
1400950,0,0,0,0,0,0,0,0,0,1,0,6544.830078,0,1,0.000152792,0,0.478132993,0.008,3.159,0,96.68,1.66666667,52,0,0.042734674,0.221906502,11.53987031,0.861873614,317.9305818,9.17E-05,2.32E-06,0.006007276,0.015357126,0.01457464,338774.0412,8.481,,0,0,0,0,140.702,0,0
1400960,0,0,0,2,0,0,0,0,0,0.99999702,0,1153.890015,0,0,0,0,0.268817991,0,2.526,0,27.971,0.833333335,45,0,0.024111232,0.121720974,6.744866069,0.499269323,157.3609505,4.44E-05,6.21E-07,0.001932084,0.007079247,0.010146041,198510.0929,8.405,,0,0,0,0,97.225,0,0
1400970,0,0,0,1,0,0,0,0,0,1,0,6387.540039,0,1,0.000156555,0,0.367996007,0,4.034,0,33.813,1.66666667,70,0,0.061193124,0.312502656,12.69050687,0.963917594,387.2466173,0.000120567,4.20E-06,0.005514737,0.018725209,0.020892489,414563.1465,8.396,,0,0,0,0,80.055,0,0
1400980,0,0,0,0,0,0,0,0,0,0.996513009,0,3036.540039,0,1,0.000329322,0,0.319680005,0,3.339,0,44.863,0.833333335,72,0,0.029304179,0.142815689,9.477704534,0.694469686,218.6774164,6.36E-05,1.39E-06,0.004683659,0.01098685,0.00927655,311637.9235,8.283,,0,0,0,0,73.748,0,0
1400990,0,0,0,0,0,0,0,0,0,0.993519008,0,913.1420288,0,0,0,0,0.05477,0,1.604,0,8.173,0.833333335,45,0,0.00436519,0.022034547,1.179305251,0.088233753,31.34347599,8.84E-06,1.38E-07,0.000340177,0.001420976,0.001943908,51114.82521,8.215,,0,0,0,0,20.302,0,0
1401000,0,0,0,0,0,0,0,0,0,0.994324028,0,2913.179932,0,0,0,0,0.393572986,0,3.411,0,5.672,0.833333335,45,0,0.020816219,0.103957789,6.268696112,0.461892375,164.891458,4.65E-05,5.95E-07,0.002628826,0.007840713,0.008159598,208548.9386,7.907,,0,0,0,0,83.626,0,0
1401010,0,0,0,0,0,0,0,0,0,0.996618986,0,8291.929688,0,1,0.000120599,0,0.295264006,0.012,3.32,0,42.512,0.833333335,45,0,0.240590514,1.229771553,36.70748922,2.914946672,1287.925271,0.00046652,2.88E-05,0.018981095,0.068172663,0.072760094,1191818.4,7.894,,0,0,0,0,113.384,0,0
1401020,0,0,0,0,0,0,0,0,0,0.998043001,0,532.1790161,0,0,0,0,0.019177999,0,1.783,0,7.045,0.833333335,31,0,0.370071838,1.937074546,26.08590113,2.471914275,1362.079597,0.000606072,6.64E-05,0.016339025,0.078719375,0.104855287,740400.0364,8.46,,0,0,0,0,129.512,0,0
1401030,0,0,0,0,0,0,0,0,0,0.999817014,0,49154.60156,417.3380127,8,0.000162752,0.008490314,0.234427005,0.01,3.181,0,220.611,0.833333335,53,0,2.008538541,10.92341875,236.1553966,20.20203781,10242.20918,0.003620558,0.000266826,0.130284752,0.515467081,0.626134606,7026663.301,7.144,,0,0,0,0,116.201,3,0
1401040,0,0,0,0,0,0,0,0,0,1,0,6208.399902,0,0,0,0,0.124494001,0,3.59,0,68.635,0.833333335,32,0,0.033834813,0.164421735,10.83368124,0.790756121,269.9994626,7.61E-05,1.00E-06,0.005302504,0.013246172,0.011145825,319910.9834,0,,0,0,0,0,98.968,1,0
1401050,0,0,0,0,0,0,0,0,0,1,0,1307.48999,0,0,0,0,0.158544004,0,3.455,0,54.514,0.833333335,5,0,0.038643865,0.187234215,12.17643281,0.891075229,276.3916159,7.79E-05,1.08E-06,0.004846348,0.013250412,0.013791974,357783.8382,0,,2,2,1,0,99.926,0,0
1401060,0,0,0,0,0,0,0,0,0,0.999994993,0,2451.409912,0,0,0,0,0.124347001,0,3.715,0,49.845,0.833333335,82,0,0.017054207,0.084656571,5.02206098,0.368547333,134.5568843,3.79E-05,4.70E-07,0.00224732,0.006406493,0.006001819,149622.3726,5.68,,0,1,0,0,100.445,1,0
1401070,0,0,0,0,0,0,0,0,0,0.999988973,0,1078,0,0,0,0,0.220918998,0,2.433,0,41.078,0.833333335,81,0,0.003307278,0.015938163,1.135787066,0.082359422,25.74768373,7.26E-06,1.01E-07,0.000585327,0.001286526,0.00097647,32476.11307,5.68,,0,0,0,0,25.635,0,0
1401080,0,0,0,0,0,0,0,0,0,1,0,1476.630005,0,0,0,0,0.104073003,0,1.596,0,37.202,0.833333335,80,0,0.007543169,0.038842889,1.870035402,0.138708361,57.2783686,1.62E-05,1.59E-07,0.0008564,0.002656732,0.002943188,51126.17817,5.68,,0,0,0,0,9.698,0,0
