SWSID,305b Listings (Cat 4+5),Approved TMDL Count,Developing TMDL Count,Fish Passage Count,Critical Habitat Length ft,Shellfish Count,Swimming Beach Percentage,Swimming Tributary Percentage,Coho Presence,Urban Growth Boundary Percentage,ICIAreaPercentage,RoadwayLength_ft,SidewalkLength_ft,CrashesCount,CrashDensity,SidewalkDensity,PercentBuiltBefore1990,PercentImpervious,MeanFlowDurationIndex,MedianOpportunityIndex,MeanAnnualAvgDailyTrips,Median2018EquityScore,MedianPavementCondition,MedianSpawnerMortality,WQBE Total Copper (kg/yr),WQBE Total Zinc (kg/yr),WQBE Total Nitrogen (kg/yr),WQBE Total Phosphorus (kg/yr),WQBE Total Suspended Solids (kg/yr),WQBE Total PCB (kg/yr),WQBE Total PBDE (kg/yr),WQBE Total PAH (kg/yr),WQBE BEHP (kg/yr),WQBE Fecal Coliform Bacteria (10^12 CFU/year),WQBE Annual Runoff (ft^3/yr),UrbanHeatDifference,Average BIBI (216-22 Median),Facilities Count,BRE Facilities Count (All),Critical Facilities Count (25th percentile BRE),Is Drainage to P Sensitive Lake,Historic Runoff (mm),DrainageComplaint,Percent PAD Area
1002590,8,1,0,0,0,0,0,0.99999702,3,1,0,0,0,0,,,0.386909008,0.421,4.669,0.4685,4507.819,2,,0.263448885,3.515077098,18.67169762,408.8984937,34.95296985,14299.70763,0.005345371,0.000556203,0.160481514,0.736570326,1.127219838,11876057.1,13.239,77.25,0,0,0,0,896.401,0,0
1002600,4,1,0,3,0,0,0,1,1,1,0,0,0,0,,,0.307839006,0.274,5.659,0.4685,1526.085,2,,0.263448885,5.439203696,28.55866993,574.7757551,49.48038077,22033.96944,0.008830026,0.000855576,0.264815922,1.193327765,1.666818747,16048334.06,11.808,,0,0,0,0,548.953,0,0
1002610,3,1,0,1,0,0,0,1,2,1,0,0,0,0,,,0.532599986,0.202,6.795,0.6951,1135.913,2,,0.245881678,0.320649663,1.619172828,63.42445673,4.844425654,1690.660227,0.00057552,3.17E-05,0.028959379,0.087571389,0.092593607,1748840.071,9.675,,0,0,0,0,480.879,0,0
1002620,4,1,0,1,0,0,0,1,3,1,0,484.2380066,0,1,0.0020651,0,0.131350994,0.05,2.884,0.39985,1117.643,1.833333335,32,0.245881678,3.345679068,17.31535941,319.4346862,27.70899657,13498.85867,0.00568232,0.000519627,0.172210297,0.759141559,0.932354203,9324861.773,8.701,7.8,0,0,0,0,272.142,0,0
1002630,0,1,0,0,0,0,0,0.999993026,2,0.999993026,0,0,0,0,,,0.53056401,0.095,5.647,0.39985,642.692,2,,0.245881678,0.028945716,0.1352014,12.63543319,0.908504391,208.4426833,5.88E-05,1.09E-06,0.005511883,0.010724224,0.00778804,353091.7543,8.269,,0,0,0,0,292.923,0,0
1002640,1,1,0,0,0,0,0,1,4,1,0,2546.639893,0,37,0.014528949,0,0.207009003,0.027,2.264,0.39985,1826.269,1.833333335,80,0.214343024,4.244165333,23.25001221,325.0304644,31.48547064,17885.65572,0.007181609,0.000694004,0.202539985,0.948058784,1.309425738,9724874.446,7.916,,0,0,0,0,229.377,0,0
1002650,1,1,0,2,0,0,0,1,2,1,0,571.4680176,0,23,0.040247222,0,0.0316891,0,1.577,0.39985,1347.879,1.833333335,80,0.225281585,0.206651466,1.032375514,89.96202267,7.11855382,2248.395883,0.000633307,3.67E-05,0.025791993,0.111137626,0.137221302,8748622.145,8.058,,0,0,0,0,184.011,2,0
1002660,1,1,0,3,0,0,0,1,8,1,0,5707.419922,103.0210037,139,0.024354262,0.018050363,0.208570004,0.003,1.599,0.39985,2175.424,1.833333335,73,0.214343024,1.718977312,8.832983128,181.5756133,15.46556374,7852.723088,0.003176114,0.000244938,0.094465838,0.435649639,0.489892205,8326835.665,8.681,,0,0,0,0,188.858,1,0
1002670,0,1,0,3,0,0,0,1,4,1,0,27411,0,52,0.001897049,0,0.445547014,0.01,3.099,0.2502,810.315,1.66666667,83,0.18280437,1.49555577,7.654758587,277.2685801,21.58683475,7845.473242,0.002772974,0.000164785,0.128655028,0.409039081,0.460720451,7845872.975,10.346,,5,3,0,0,165.017,3,0
1002680,0,1,0,0,0,0,0,1,3,1,0,2369.27002,0,6,0.002532426,0,0.383401006,0,3.276,0.47265,2825.275,1.833333335,76,0.180839381,0.047919622,0.239756383,15.61278403,1.14275728,358.5332412,0.000101106,1.43E-06,0.006854171,0.017217421,0.017500705,456077.1015,11.679,,0,0,0,0,197.703,0,0
1002690,0,1,0,0,0,0,0,1,2,1,0,3426.139893,0,9,0.002626863,0,0.405041009,0.032,3.837,0.47265,2289.559,1.833333335,44,0.180839381,0.051983735,0.256665444,18.52122865,1.348559121,398.312949,0.000112324,1.69E-06,0.008394429,0.019497593,0.01783927,540490.0615,12.058,,0,0,0,0,293.112,2,0
1002700,0,1,0,0,0,0,0,1,0,1,0,910.5689697,0,2,0.002196429,0,0.0804988,0.023,2.658,0.47265,1763.464,1.833333335,76,0.18280437,1.654530983,8.588562697,118.0948072,10.79459655,6650.325616,0.002899664,0.000254198,0.080147835,0.380150605,0.42340276,3529758.895,11.094,,1,0,0,0,96.24,0,0
1002710,0,1,0,1,0,0,0,1,2,1,0,3674.199951,0,0,0,0,0.381179988,0.004,4.466,0.47265,317.654,1.833333335,24.5,0.18280437,0.048044219,0.230865423,19.25666575,1.391163077,374.9761818,0.000105743,1.74E-06,0.009450658,0.018980412,0.014129338,557096.6523,12.049,,2,3,1,0,224.188,2,0
1002720,0,1,0,12,0,0,0,0.999971986,5,0.999998987,0,30789.19922,0,23,0.000747015,0,0.396236986,0.019,3.077,0.2502,659.779,2,51,0.240876683,3.783226726,19.59018774,434.7274815,36.35944615,16519.4684,0.006632722,0.000566664,0.24231398,0.917820362,1.059923315,12313569.3,10.838,,4,4,2,0,172.481,17,0
1002730,0,1,0,0,0,0,0,0.999926984,1,1,0,9249.679688,0,55,0.005946152,0,0.505473018,0.009,3.193,0.2502,908.946,2,77,0.209338029,0.260427962,1.323130877,69.69183912,5.437231953,1777.824974,0.000537756,2.42E-05,0.03107211,0.088478392,0.15875627,2015588.708,11.982,,0,0,0,0,172.549,2,0
1002740,1,1,0,3,0,0,0,0.999961019,0,1,0,6733.720215,0,4,0.000594025,0,0.424912006,0.03,5.762,0.2502,453.671,1.66666667,93,0.228024412,0.101731602,0.498548385,39.76712128,2.901949781,770.5829328,0.000214904,4.76E-06,0.01763101,0.038184236,0.031669569,1243882.995,11.828,,1,1,1,0,321.85,1,0
1002750,0,1,0,0,0,0,0,0.999927998,2,1,0,16950,0,1,5.90E-05,0,0.696164012,0.032,3.636,0.2502,50.4,1.66666667,73,0.18280437,2.538712754,18.65684691,277.791851,32.61717993,13178.6663,0.00304755,0.000527157,0.091559728,0.422250101,1.563651049,8022828.387,12.609,,4,2,0,0,188.85,4,0
1002760,0,1,0,0,0,0,0,7.57E-05,0,1,0,0,0,0,,,0.827817023,0.085,2.802,0.2502,0,1.66666667,,0.180839381,6.791346302,52.37741692,546.6273626,76.66525373,36887.95558,0.007935339,0.001448779,0.162137048,1.060363956,4.661224916,16348442.33,12.82,,1,0,0,0,184.335,0,0
1002770,0,1,0,0,0,0,0,6.77E-05,0,1,0,2404.810059,0,0,0,0,0.446381986,0.018,3.684,0.2502,47.827,1.66666667,64,0.18280437,0.630354197,4.251370349,127.0577779,11.68706996,4178.735737,0.001023499,9.96E-05,0.068107719,0.165981275,0.371492533,3708876.634,12.209,,1,1,1,0,181.125,1,0
1002780,0,1,0,1,0,0,0,1,2,1,0,398.8510132,0,2,0.005014404,0,0.067991003,0,1.86,0.47265,3719.488,1.833333335,76,0.214343024,5.711339563,29.99219066,364.3458089,35.00437768,22542.76554,0.009901794,0.000928933,0.263829502,1.284708356,1.508874188,10396726.97,9.696,,0,0,0,0,80.535,0,0
1002790,0,1,0,3,0,0,0,1,2,1,0,10726.59961,0,63,0.00587325,0,0.432330996,0.005,2.693,0.1774,1180.811,1.66666667,83,0.180839381,1.061085427,7.000506099,155.5081507,14.93368133,5835.160228,0.001555197,0.000171304,0.058744077,0.227248811,0.557024891,4473066.174,12.706,,4,2,1,0,254.185,1,0
1002800,0,1,0,6,0,0,0,0.999984026,5,1,0,30316.80078,0,54,0.001781191,0,0.437274992,0.008,2.973,0.1046,741.591,1.66666667,52,0.18280437,0.68061133,3.383788625,186.2082227,13.79123746,4468.623355,0.001367421,4.22E-05,0.085007535,0.223798894,0.214344062,5449527.625,11.64,,3,2,0,0,234.307,2,0
1002810,0,1,0,2,0,0,0,1,3,1,0,14990.90039,0,22,0.001467557,0,0.377581,0.017,3.176,0.09285,884.563,1.66666667,52,0.180839381,0.372056247,1.855368637,101.8017113,7.545510248,2372.055537,0.00071601,1.97E-05,0.038831728,0.115102407,0.127820949,2943732.692,11.28,,0,0,0,0,173.564,3,0
1002820,0,1,0,4,0,0,0,1,6,1,0,7512.790039,0,52,0.00692153,0,0.353074014,0.024,3.059,0.09285,1757.521,1.66666667,37.5,0.162581832,0.337596845,1.645241077,100.6953279,7.480413185,3192.419773,0.000940026,2.07E-05,0.047665043,0.158428345,0.115200702,3543167.412,10.785,,1,0,0,0,193.815,1,0
1002830,0,1,0,3,0,0,0,1,3,1,0,8332.410156,0,29,0.003480386,0,0.157344997,0.011,2.179,0.0811,1925.891,1.66666667,0,0.162581832,0.22070505,1.076856222,65.28427629,4.954295488,2084.15798,0.00060138,2.58E-05,0.03361322,0.105486583,0.085859188,3215451.575,11.469,,2,2,0,0,115.746,0,0
1002840,0,1,0,5,0,0,0,0.999997973,4,0.999997973,0,140.779007,0,0,0,0,0,0.003,1.716,0.0811,2940.98,1.66666667,0,0.162581832,0.448035557,2.670515907,106.913344,9.429139769,6948.885203,0.00187145,9.29E-05,0.058281187,0.323512393,0.262407432,10833828.53,10.068,76.525,0,0,0,0,144.132,0,0
1002850,0,1,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,1.69,0.1046,94.592,1.66666667,,0.160515341,0.082029177,0.303612684,38.29403228,3.033190676,3814.943341,0.001075814,1.58E-05,0.035059332,0.19341764,0.055633727,4463170.636,8.957,,0,0,0,0,216.943,0,0
1002860,0,3,0,2,0,0,0,0.999971986,0,1,0,0,0,0,,,0,0,1.757,0.1046,1.872,1.66666667,,0.178874392,0.148493209,0.559694867,69.69282613,5.525020544,6231.715534,0.001756814,2.89E-05,0.057231479,0.315774348,0.101770299,8115954.439,8.531,89,0,0,0,0,227.274,0,0
1002870,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,0,0,1.867,0.1046,1.756,1.66666667,,0.178874392,0.135079698,0.468341512,57.84690559,4.581933116,7070.285031,0.00199382,2.39E-05,0.064975911,0.358463406,0.084040221,6742058.619,8.497,,0,0,0,0,252.997,0,0
1002880,0,3,0,16,0,0,0,0.999948025,1,1,0,0,0,0,,,0,0.002,1.924,0.0748,2514.123,1.66666667,,0.162581832,0.896462802,5.536821063,219.2386607,19.1428417,16082.177,0.004342062,0.000159983,0.133636408,0.752028702,0.512363469,22973855.58,8.788,,0,0,0,0,223.065,0,0
1002890,0,1,0,0,0,0,0,0.999970973,1,1,0,816.8040161,0,0,0,0,0.362208009,0.023,2.465,0.0811,2540.796,1.66666667,76,0.170728112,0.08321771,0.424244099,23.94220917,1.771301958,560.069447,0.00015794,2.86E-06,0.007274201,0.02557626,0.034300917,672217.7674,12.167,,1,0,0,0,135.999,0,0
1002900,0,1,0,7,0,0,0,0.999877989,0,1,0,26157.40039,0,46,0.001758585,0,0.526076972,0.038,4.307,0.06305,1161.205,1.66666667,78,0.191573808,1.052677419,5.544067717,217.9808223,16.78077864,6325.57913,0.001884657,0.000111607,0.093348219,0.302081594,0.350514874,6098376.531,12.879,,1,0,0,0,315.376,4,0.0194223
1002910,0,1,0,4,0,0,0,0.999985993,1,1,0,17508.09961,0,14,0.00079963,0,0.385838002,0.038,3.58,0.06305,1134.643,1.66666667,44.5,0.142156289,0.520482382,2.623912409,144.3923447,10.69777341,3882.628571,0.001097323,2.85E-05,0.059525312,0.183738497,0.189572053,4722823.156,12.478,77.8,0,0,0,0,184.03,0,0.085221797
1002920,0,1,0,0,0,0,0,0.999997973,2,1,0,0,0,0,,,0.094562903,0,1.841,0.045,25.431,1.66666667,,0.152369061,0.034577235,0.171162948,12.98026721,0.98904013,250.9354225,7.08E-05,3.03E-06,0.002858233,0.012041984,0.018316614,879748.8453,11.401,,0,0,0,0,175.772,0,0.0130779
1002930,0,3,0,3,0,0,0,0.99999398,0,1,0,0,0,0,,,0,0,1.584,0.045,0,1.66666667,,0.152369061,0.379990022,1.617141263,205.0088078,16.22405598,10642.47835,0.003001179,8.39E-05,0.100262555,0.539902138,0.296350335,23714900.87,9.269,,0,0,0,0,171.033,0,0.147322997
1002940,0,1,0,14,0,0,0,0.999996006,1,0.999996006,0,25732.90039,0,8,0.000310886,0,0.414543986,0.013,3.164,0.1046,72.246,1.66666667,51,0.178874392,0.63719318,3.120451835,217.7739118,16.0422558,5271.475037,0.001491465,3.02E-05,0.091421788,0.257531803,0.226610785,7086035.853,10.131,,3,0,0,0,236.148,2,0
1002950,0,1,0,0,0,0,0,0.999956012,2,1,0,2253.149902,0,2,0.000887646,0,0.349173993,0.051,3.418,0.0811,77.985,1.66666667,71,0.204855079,0.198596558,0.98801,61.92333072,4.537754785,1449.380828,0.000408725,5.47E-06,0.025074644,0.068725283,0.072950846,1848588.723,11.62,,4,2,0,0,265.613,0,0
1002960,0,1,0,7,0,0,0,0.99991399,0,1,0,8933.209961,0,10,0.001119418,0,0.40397501,0.038,3.209,0.16565,743.184,1.66666667,0,0.178874392,1.173459904,8.368499244,150.4357375,16.2655407,6623.071855,0.00154164,0.000212375,0.047054229,0.22112115,0.765619642,4771626.166,12.573,,4,2,0,0,195.799,7,0
1002970,0,1,0,1,0,0,0,3.72E-05,1,1,0,8103.040039,0,22,0.00271503,0,0.026712,0.02,2.965,0.16565,811.255,1.66666667,0,0.228024412,1.574651082,11.66237695,152.2457517,19.3647465,9527.680051,0.002220318,0.000306142,0.060091394,0.326110726,1.418068435,4379852.76,12.706,,4,0,0,0,166.513,2,0
1002980,1,1,0,3,0,0,0,1,1,1,0,687.84198,0,1,0.001453822,0,0.175417006,0,1.692,0.39985,254.029,1.833333335,46.5,0.214343024,0.064057633,0.308147644,27.22237135,2.088312333,752.2724437,0.00021351,7.82E-06,0.011247616,0.037972822,0.036466064,2109951.605,8.851,,0,0,0,0,73.724,1,0
1002990,0,1,0,0,0,0,0,1,1,1,0,6783.200195,204.6289978,9,0.001326807,0.030167029,0.552447021,0.021,2.884,0.39985,564.297,1.833333335,41,0.214343024,0.235075226,1.186436174,74.99283785,5.538706876,1551.451427,0.000448318,1.01E-05,0.028198135,0.075175298,0.098742444,2040959.198,10.147,,1,1,0,0,218.384,0,0
1003000,0,1,0,7,0,0,0,1,4,1,0,10529.59961,87.53299713,52,0.004938459,0.008313041,0.216799006,0.003,2.103,0.39985,283.14,1.833333335,64,0.180839381,0.685396235,3.321030132,244.4522811,18.37047684,6608.248867,0.001888479,4.73E-05,0.093820426,0.323937787,0.327892262,11905660.53,9.629,83.8,1,1,0,0,117.159,1,0
1003010,0,3,0,0,0,0,0,0.999979019,0,1,0,0,0,0,,,0.00306708,0,1.565,0.1046,2.036,1.66666667,,0.196340098,0.708647248,3.263220436,320.1054691,25.69028294,19265.29092,0.005391348,0.000144289,0.179384514,0.963960131,0.500807961,36481481.69,8.36,,0,0,0,0,166.221,0,0
1003020,0,1,0,3,0,0,0,1,2,1,0,1945.170044,0,3,0.001542282,0,0.146881998,0.014,2.32,0.39985,787.369,1.833333335,32,0.235581632,0.404542273,2.078956045,71.91874538,5.835602207,2194.800152,0.000788278,6.26E-05,0.031592485,0.117622874,0.14478304,3756389.464,8.474,,1,0,0,0,204.218,0,0
1003030,1,1,0,2,0,0,0,1,3,1,0,1371.22998,0,0,0,0,0.073713303,0,1.86,0.39985,1044.362,1.833333335,32,0.245881678,0.204675167,1.018699987,55.07636702,4.314451011,1703.061428,0.000548868,2.92E-05,0.027093496,0.089929481,0.083071911,3929617.956,9.795,,2,1,0,0,167.914,0,0
1003040,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,0,0,1.489,0.1046,0,1.66666667,,0.235581632,0.462989044,3.520438918,39.93538898,5.21317196,2755.532747,0.000604331,9.35E-05,0.012925603,0.083050832,0.283635265,1940296.938,9.847,,0,0,0,0,172.661,0,0
1003050,3,1,0,3,0,0,0,1,2,1,0,0,0,0,,,0.168061003,0.016,1.829,0.6951,165.165,2,,0.245881678,5.061928745,26.61109657,387.2922843,35.8802736,20619.69927,0.008821512,0.000832201,0.25406802,1.160649087,1.406324596,10946684.11,7.76,,0,0,0,0,210.296,0,0
1003060,2,1,0,2,0,0,0,1,0,1,0,0,0,0,,,0.537515998,0.037,6.11,0.6951,193.47,2,,0.263448885,1.404127212,7.143229095,213.4587664,16.90616699,6843.908327,0.002589869,0.000175314,0.118010216,0.373955496,0.360108215,5956397.154,8.236,,0,0,0,0,362.012,0,0
1003070,4,1,0,1,0,0,0,1,1,1,0,0,0,0,,,0.158152997,0.349,4.979,0.30735,12234.757,2.166666665,,0.262070786,8.232606368,52.05601588,608.5575321,68.779316,35099.49843,0.010433403,0.00166923,0.261712161,1.43465197,3.4180822,17383810.17,15.764,,0,0,0,0,687.164,0,0
1003080,3,1,0,2,0,0,0,0.999956012,2,1,0,2106.810059,82.21579742,1,0.000474651,0.03902383,0.27077201,0.23,5.403,0.30735,2266.1,2.166666665,31,0.298859986,3.889689417,21.60804656,489.2257342,42.73131185,17225.13941,0.00602152,0.00057402,0.160989204,0.821474413,1.445391346,13505138.49,16.291,,0,0,0,0,621.078,1,0
1003090,3,1,0,0,0,0,0,0.999976993,0,1,0,3244.52002,0,1,0.000308212,0,0.0180867,0.105,4.225,0.3077,243.142,2.33333333,27.5,0.178583076,1.018816257,5.16608981,144.0167249,11.4398945,5002.780352,0.001882487,0.000108408,0.060528606,0.262332091,0.295069753,4010781.462,14.669,,1,1,0,0,328.201,0,0
1003100,3,3,0,0,0,0,0,0.999933004,0,1,0,0,35932.5,67,,,0.113329999,0.321,7.549,0.21345,1718.391,2.33333333,82.5,0.178583076,2.040887675,10.56593229,376.9413532,29.847057,9263.124993,0.003126619,0.000248676,0.104608558,0.451078016,0.738865629,10401787.62,14.89,,3,1,0,0,570.577,0,0
1003110,3,3,0,0,0,0,0,0.999966025,0,1,0,0,0,4,,,0.086188801,0.057,3.442,0.21345,656.019,2.33333333,91,0.205680801,1.510019423,7.545484894,336.0005151,25.43558831,8588.016094,0.002796334,0.000104703,0.102286578,0.416594631,0.526862866,10184562.93,13.191,,0,0,0,0,225.52,0,0
1003120,4,1,0,0,0,0,0,1,1,1,0,0,0,0,,,0.597432017,0.385,9.091,0.4685,3926.726,2.66666667,,0.245881678,0.540735095,2.784048591,72.63606723,5.899041743,2403.319274,0.000899788,7.27E-05,0.029829709,0.125752113,0.161652267,1988896.85,13.915,,0,0,0,0,864.157,0,0
1003130,2,1,0,0,0,0,0,1,1,1,0,0,0,0,,,0.294331014,0.363,7.912,0.3077,15887.323,2.33333333,,0.245881678,0.640260266,3.468265873,53.24864466,4.943068341,2347.97264,0.000816935,0.000142041,0.023273407,0.119105991,0.195431243,1491791.484,14.485,,0,0,0,0,666.536,0,0
1003140,2,1,0,3,0,0,0,1,1,1,0,545.0200195,0,0,0,0,0,0.16,4.492,0.20615,9002.83,2,78,0.235581632,6.739130395,35.63465679,925.2292189,76.96822489,31300.51566,0.011163191,0.000937565,0.317399407,1.558306091,2.314966214,27052445.29,12.333,,0,0,0,0,385.241,0,0
1003150,1,1,0,1,0,0,0,1,1,1,0,3908.969971,0,4,0.001023287,0,0.0153243,0.036,2.192,0.20615,15182.338,2,59,0.225281585,0.346544671,2.009938945,42.01818393,3.856882612,1841.279428,0.000517278,7.28E-05,0.01687103,0.080405469,0.137695685,2082033.781,9.461,66.9,0,0,0,0,214.215,1,0
1003160,1,3,0,4,0,0,0,0.999998987,4,0.999998987,0,11530.09961,0,11,0.000954025,0,0.076586902,0.011,1.778,0.20615,10578.628,2,46,0.205680801,0.972545357,5.224551534,234.771576,18.73440112,7967.125736,0.002182687,0.000160691,0.107358977,0.379762878,0.414827656,16107193.75,8.621,87,0,0,0,0,110.579,4,0
1003170,0,3,0,9,0,0,0,0.999939978,4,0.999998987,0,21214.80078,0,22,0.001037012,0,0.160238996,0.062,2.733,0.20615,9851.24,2,62,0.205680801,6.796980326,45.1421017,765.0846362,82.22685479,33864.45527,0.008739384,0.001574737,0.263275199,1.283210104,3.691823678,26010314.27,9.403,,15,0,0,0,192.001,0,0
1003180,0,3,0,0,0,0,0,0.999944985,1,1,0,688.690979,0,1,0.00145203,0,0.0559786,0,1.666,0.1046,863.231,1.66666667,67,0.196340098,0.282170475,1.312473114,134.7650233,10.5399183,6307.825206,0.001776578,4.94E-05,0.082945745,0.322520207,0.180674231,13794566.56,7.472,91.6,0,0,0,0,103.988,0,0
1003190,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,0,0,1.264,0.1046,0,1.66666667,,0.235581632,0.019890908,0.091544695,11.84738775,0.938406951,120.9721865,3.41E-05,4.89E-06,0.001111736,0.0061333,0.017211933,2843653.134,8.55,,0,0,0,0,153.451,0,0
1003200,0,0,0,6,0,0,0,0,1,1,0,0,2754.070068,0,,,0.221630007,0.101,3.596,0.16595,811.813,1.5,,0.289982837,0.14560291,0.689250449,51.15380398,3.727581113,1046.412677,0.000295088,4.78E-06,0.017766256,0.049746915,0.049782907,1541414.644,8.955,,0,0,0,0,314.731,0,0
1003210,0,0,0,0,0,0,0,0.00016559,0,1,0,0,0,0,,,0,0,3.691,0.1535,5319.075,1,,0.323574495,0.186550114,0.972303934,11.82520296,1.12367459,737.9203558,0.000325064,3.04E-05,0.008702641,0.042516739,0.047915402,350318.5534,9.2,,0,0,0,0,468.932,0,0
1003220,8,0,1,14,0,1,0,4.77E-05,4,1,0,0,0,0,,,0.379737512,0.422,6.486,0.33055,1675.152,2.66666667,,0.395152953,4.724661697,29.57499046,474.0525688,49.20146528,19426.64796,0.006062395,0.000978261,0.163058409,0.815198861,2.184729618,13534083.38,17.211,18.5,0,0,0,0,515.881,0,0
1003230,4,2,1,0,0,1,0,0,1,1,0,0,0,0,,,0.0577971,0.39,7.05,0.3306,16015.683,3.333333335,,0.349994989,0.817257473,4.286920854,58.49473632,5.571005026,2570.763942,0.000971182,0.000206757,0.027669401,0.141082131,0.239092333,1701957.432,17.109,,0,0,0,0,620.802,0,0
1003240,4,2,0,0,0,0,0,0,2,0.999994993,0,0,0,0,,,0.227542995,0.607,7.059,0.3971,10467.608,2.66666667,,0.336155995,1.172650175,6.800867019,100.7596082,10.4156907,3923.707914,0.001327903,0.000303052,0.035579234,0.185403769,0.483114751,3472280.521,18.531,,0,0,0,0,539.095,0,0
1003250,10,2,1,5,0,1,0,0,8,1,0,0,0,0,,,0.348179996,0.429,7.864,0.38015,2767.403,2.16666667,,0.295953404,8.528399563,48.55989404,961.1054673,88.87627315,35459.7176,0.012500019,0.001530146,0.340669656,1.686719655,3.387571988,26621891.21,18.033,49.25,0,0,0,0,501.207,2,0
1003261,6,2,0,0,0,1,0,0,3,1,0,7618.040039,653.1019897,47,0.006169566,0.085730974,0.351861,0.021,4.116,0.24015,1273.878,2.666666665,59,0.256910204,0.479345938,3.582822858,47.13764371,5.837958947,2624.801373,0.000591025,9.68E-05,0.016246605,0.082394296,0.304010449,1391562.559,17.842,55.2,1,0,0,0,242.638,0,0
1003270,4,2,0,0,0,1,0,0,1,1,0,14010,347.6830139,30,0.002141328,0.024816775,0.312206,0.062,5.103,0.24015,383.251,2.666666665,54.5,0.258339748,0.728535404,3.775247414,102.3456514,8.454130284,3047.527056,0.00119374,0.000125945,0.050754061,0.169712442,0.227521209,2940607.637,16.134,,15,2,1,0,296.905,5,0
1003280,5,2,1,2,0,1,0.000205092,0,1,1,0,8675.459961,13388.2998,2,0.000230535,1.543238038,0.347918987,0.18,5.288,0.1497,2424.204,1.33333333,78,0,1.322339924,6.652826608,297.3234319,22.57997615,7232.120618,0.002332693,0.000103696,0.091173771,0.34917165,0.460051252,8337960.206,12.772,52,3,3,0,0,405.159,0,0
1003290,7,2,0,7,0,1,0,0,2,1,0,14431.90039,2367.540039,60,0.004157457,0.164049084,0.396432012,0.055,4.111,0.08385,2268.147,1.666666665,92,0.258339748,0.507855778,2.619962635,137.3457849,10.56428922,3291.130044,0.001003758,4.82E-05,0.064413017,0.16380578,0.241974474,4060987.794,13.102,,7,3,1,0,350.651,4,0
1003300,7,2,0,1,0,0,0,0,5,1,0,51788,268.6940002,56,0.001081332,0.005188345,0.665766001,0.043,5.756,0.1497,310.065,2.166666665,35,0.259769291,0.994859513,4.962349453,287.1122867,21.4321918,6133.179315,0.001894632,8.72E-05,0.13106044,0.312846534,0.301007458,8050092.162,13.191,,25,22,9,0,286.25,16,0
1003310,1,2,0,0,0,0,0,0,2,1,0,1533.079956,0,0,0,0,0.446011007,0.039,4.253,0.1629,693.977,2.33333333,26,0.26784151,0.079135277,0.438210002,23.2507502,1.806982235,514.5522896,0.000137296,7.58E-06,0.009404706,0.023042871,0.033040006,651326.1051,12.865,,0,0,0,0,247.773,0,0
1003320,1,2,0,3,0,0,0,0,2,1,0,52150.5,75544.5,40,0.000767011,1.448586303,0.077673402,0.174,5.596,0.1629,334.103,2.33333333,80,0.275913728,2.387617475,12.75678764,451.8049771,36.19357015,12346.40181,0.003952987,0.000281785,0.133955862,0.579193493,0.936152014,12708990.45,13.11,,21,22,0,0,376.061,4,0
1003330,2,2,0,0,0,0,0,0,3,1,0,6121.660156,18788.09961,2,0.000326709,3.069118365,0.357919008,0.111,5.6,0.03775,1518.05,1.33333333,67,0.258339748,3.589085862,19.29206142,485.6286371,40.93658788,16704.72835,0.00611251,0.000487356,0.239710688,0.862126902,1.071222757,13805604.56,12.854,,15,5,3,0,409.175,0,0
1003340,3,4,0,11,0,0,0,0,5,1,0,19286.5,701.8510132,38,0.00197029,0.036390792,0.53166002,0.05,4.382,0.08385,922.623,1.666666665,64.5,0.259769291,0.333589734,1.663402551,92.2747779,6.869885426,2208.969545,0.00069878,2.35E-05,0.040876419,0.111529365,0.107422863,2644663.499,12.219,,16,12,3,0,209.456,3,0
1003350,3,2,0,2,0,0,0,0,0,1,0,1940.290039,0,0,0,0,0.488377005,0.015,4.461,0.08355,64.084,1.83333333,96.5,0.275913728,0.052964757,0.246362918,20.09053801,1.457405257,344.9247164,9.73E-05,1.74E-06,0.007090412,0.016903446,0.017751492,602733.0617,12.195,,5,5,1,0,250.786,3,0
1003360,4,4,0,0,0,0,0,0,0,1,0,10907.7002,4651.040039,6,0.00055007,0.426399695,0.151916996,0.031,3.207,0.08355,59.217,1.83333333,85,0.199870365,0.247718135,1.196186367,76.83876952,5.660701345,1534.152847,0.000436152,7.85E-06,0.023022702,0.071328473,0.098858406,2164292.903,12.152,,5,4,0,0,148.781,5,0
1003370,2,2,0,5,0,0,0,0,1,1,0,16136.5,5067.180176,12,0.000743656,0.31401978,0.356478006,0.075,4.287,0.1497,648.174,1.33333333,61,0.26784151,0.219492237,1.059677546,79.75700353,5.794949296,1524.433367,0.000428381,7.61E-06,0.032305222,0.074780578,0.068522165,2233700.378,12.422,,7,8,1,0,365.238,0,0
1003380,1,4,0,0,0,0,0,0,0,1,0,5021.02002,0,17,0.003385766,0,0.259451985,0.098,5.159,0.07695,1317.826,1.33333333,82,0.221711896,0.10753312,0.469427001,46.4713918,3.39545167,778.5602904,0.000219554,4.05E-06,0.02127493,0.040557239,0.059799963,1651173.484,11.948,,4,5,0,0,353.255,3,0
